{'systime': '10:30:00', 'ltime': '无', 'code': 'A', 'number': '0', 'price': '100', 'bidinfo': '上半场'}
{'systime': '10:35:34', 'ltime': '10:30:16', 'code': 'A', 'number': '72667', 'price': '72600', 'bidinfo': '上半场'}
{'systime': '10:35:35', 'ltime': '10:30:16', 'code': 'A', 'number': '72754', 'price': '72600', 'bidinfo': '上半场'}
{'systime': '10:35:35', 'ltime': '10:30:16', 'code': 'A', 'number': '72754', 'price': '72600', 'bidinfo': '上半场'}
{'systime': '10:35:36', 'ltime': '10:30:16', 'code': 'A', 'number': '72838', 'price': '72600', 'bidinfo': '上半场'}
{'systime': '10:35:36', 'ltime': '10:30:16', 'code': 'A', 'number': '72838', 'price': '72600', 'bidinfo': '上半场'}
{'systime': '10:35:37', 'ltime': '10:30:16', 'code': 'A', 'number': '72913', 'price': '72600', 'bidinfo': '上半场'}
{'systime': '10:35:37', 'ltime': '10:30:16', 'code': 'A', 'number': '72913', 'price': '72600', 'bidinfo': '上半场'}
{'systime': '10:35:38', 'ltime': '10:30:16', 'code': 'A', 'number': '72984', 'price': '72600', 'bidinfo': '上半场'}
{'systime': '10:35:38', 'ltime': '10:30:16', 'code': 'A', 'number': '72984', 'price': '72600', 'bidinfo': '上半场'}
{'systime': '10:35:39', 'ltime': '10:30:16', 'code': 'A', 'number': '73067', 'price': '72600', 'bidinfo': '上半场'}
{'systime': '10:35:39', 'ltime': '10:30:16', 'code': 'A', 'number': '73067', 'price': '72600', 'bidinfo': '上半场'}
{'systime': '10:35:40', 'ltime': '10:30:16', 'code': 'A', 'number': '73148', 'price': '72600', 'bidinfo': '上半场'}
{'systime': '10:35:40', 'ltime': '10:30:16', 'code': 'A', 'number': '73148', 'price': '72600', 'bidinfo': '上半场'}
{'systime': '10:35:41', 'ltime': '10:30:16', 'code': 'A', 'number': '73218', 'price': '72600', 'bidinfo': '上半场'}
{'systime': '10:35:41', 'ltime': '10:30:16', 'code': 'A', 'number': '73218', 'price': '72600', 'bidinfo': '上半场'}
{'systime': '10:35:42', 'ltime': '10:30:16', 'code': 'A', 'number': '73306', 'price': '72600', 'bidinfo': '上半场'}
{'systime': '10:35:42', 'ltime': '10:30:16', 'code': 'A', 'number': '73306', 'price': '72600', 'bidinfo': '上半场'}
{'systime': '10:35:43', 'ltime': '10:30:16', 'code': 'A', 'number': '73375', 'price': '72600', 'bidinfo': '上半场'}
{'systime': '10:35:43', 'ltime': '10:30:16', 'code': 'A', 'number': '73375', 'price': '72600', 'bidinfo': '上半场'}
{'systime': '10:35:44', 'ltime': '10:30:16', 'code': 'A', 'number': '73441', 'price': '72600', 'bidinfo': '上半场'}
{'systime': '10:35:44', 'ltime': '10:30:16', 'code': 'A', 'number': '73441', 'price': '72600', 'bidinfo': '上半场'}
{'systime': '10:35:45', 'ltime': '10:30:16', 'code': 'A', 'number': '73522', 'price': '72600', 'bidinfo': '上半场'}
{'systime': '10:35:45', 'ltime': '10:30:16', 'code': 'A', 'number': '73522', 'price': '72600', 'bidinfo': '上半场'}
{'systime': '10:35:46', 'ltime': '10:30:16', 'code': 'A', 'number': '73595', 'price': '72600', 'bidinfo': '上半场'}
{'systime': '10:35:46', 'ltime': '10:30:16', 'code': 'A', 'number': '73595', 'price': '72600', 'bidinfo': '上半场'}
{'systime': '10:35:47', 'ltime': '10:30:16', 'code': 'A', 'number': '73654', 'price': '72600', 'bidinfo': '上半场'}
{'systime': '10:35:47', 'ltime': '10:30:16', 'code': 'A', 'number': '73654', 'price': '72600', 'bidinfo': '上半场'}
{'systime': '10:35:48', 'ltime': '10:30:16', 'code': 'A', 'number': '73733', 'price': '72600', 'bidinfo': '上半场'}
{'systime': '10:35:48', 'ltime': '10:30:16', 'code': 'A', 'number': '73733', 'price': '72600', 'bidinfo': '上半场'}
{'systime': '10:35:49', 'ltime': '10:30:16', 'code': 'A', 'number': '73797', 'price': '72600', 'bidinfo': '上半场'}
{'systime': '10:35:49', 'ltime': '10:30:16', 'code': 'A', 'number': '73797', 'price': '72600', 'bidinfo': '上半场'}
{'systime': '10:35:50', 'ltime': '10:30:16', 'code': 'A', 'number': '73880', 'price': '72600', 'bidinfo': '上半场'}
{'systime': '10:35:50', 'ltime': '10:30:16', 'code': 'A', 'number': '73880', 'price': '72600', 'bidinfo': '上半场'}
{'systime': '10:35:51', 'ltime': '10:30:16', 'code': 'A', 'number': '73937', 'price': '72600', 'bidinfo': '上半场'}
{'systime': '10:35:51', 'ltime': '10:30:16', 'code': 'A', 'number': '73937', 'price': '72600', 'bidinfo': '上半场'}
{'systime': '10:35:52', 'ltime': '10:30:16', 'code': 'A', 'number': '74008', 'price': '72600', 'bidinfo': '上半场'}
{'systime': '10:35:52', 'ltime': '10:30:16', 'code': 'A', 'number': '74008', 'price': '72600', 'bidinfo': '上半场'}
{'systime': '10:35:53', 'ltime': '10:30:16', 'code': 'A', 'number': '74074', 'price': '72600', 'bidinfo': '上半场'}
{'systime': '10:35:53', 'ltime': '10:30:16', 'code': 'A', 'number': '74074', 'price': '72600', 'bidinfo': '上半场'}
{'systime': '10:35:54', 'ltime': '10:30:16', 'code': 'A', 'number': '74159', 'price': '72600', 'bidinfo': '上半场'}
{'systime': '10:35:54', 'ltime': '10:30:16', 'code': 'A', 'number': '74159', 'price': '72600', 'bidinfo': '上半场'}
{'systime': '10:35:55', 'ltime': '10:30:16', 'code': 'A', 'number': '74218', 'price': '72600', 'bidinfo': '上半场'}
{'systime': '10:35:55', 'ltime': '10:30:16', 'code': 'A', 'number': '74218', 'price': '72600', 'bidinfo': '上半场'}
{'systime': '10:35:56', 'ltime': '10:30:16', 'code': 'A', 'number': '74285', 'price': '72600', 'bidinfo': '上半场'}
{'systime': '10:35:56', 'ltime': '10:30:16', 'code': 'A', 'number': '74285', 'price': '72600', 'bidinfo': '上半场'}
{'systime': '10:35:57', 'ltime': '10:30:16', 'code': 'A', 'number': '74342', 'price': '72600', 'bidinfo': '上半场'}
{'systime': '10:35:57', 'ltime': '10:30:16', 'code': 'A', 'number': '74342', 'price': '72600', 'bidinfo': '上半场'}
{'systime': '10:35:58', 'ltime': '10:30:16', 'code': 'A', 'number': '74418', 'price': '72600', 'bidinfo': '上半场'}
{'systime': '10:35:58', 'ltime': '10:30:16', 'code': 'A', 'number': '74418', 'price': '72600', 'bidinfo': '上半场'}
{'systime': '10:35:59', 'ltime': '10:30:16', 'code': 'A', 'number': '74490', 'price': '72600', 'bidinfo': '上半场'}
{'systime': '10:35:59', 'ltime': '10:30:16', 'code': 'A', 'number': '74490', 'price': '72600', 'bidinfo': '上半场'}
{'systime': '10:36:00', 'ltime': '10:30:16', 'code': 'A', 'number': '74565', 'price': '72600', 'bidinfo': '上半场'}
{'systime': '10:36:00', 'ltime': '10:30:16', 'code': 'A', 'number': '74565', 'price': '72600', 'bidinfo': '上半场'}
{'systime': '10:36:01', 'ltime': '10:30:16', 'code': 'A', 'number': '74617', 'price': '72600', 'bidinfo': '上半场'}
{'systime': '10:36:01', 'ltime': '10:30:16', 'code': 'A', 'number': '74617', 'price': '72600', 'bidinfo': '上半场'}
{'systime': '10:36:02', 'ltime': '10:30:16', 'code': 'A', 'number': '74682', 'price': '72600', 'bidinfo': '上半场'}
{'systime': '10:36:02', 'ltime': '10:30:16', 'code': 'A', 'number': '74682', 'price': '72600', 'bidinfo': '上半场'}
{'systime': '10:36:03', 'ltime': '10:30:16', 'code': 'A', 'number': '74741', 'price': '72600', 'bidinfo': '上半场'}
{'systime': '10:36:03', 'ltime': '10:30:16', 'code': 'A', 'number': '74741', 'price': '72600', 'bidinfo': '上半场'}
{'systime': '10:36:04', 'ltime': '10:30:16', 'code': 'A', 'number': '74803', 'price': '72600', 'bidinfo': '上半场'}
{'systime': '10:36:04', 'ltime': '10:30:16', 'code': 'A', 'number': '74803', 'price': '72600', 'bidinfo': '上半场'}
{'systime': '10:36:05', 'ltime': '10:30:16', 'code': 'A', 'number': '74862', 'price': '72600', 'bidinfo': '上半场'}
{'systime': '10:36:05', 'ltime': '10:30:16', 'code': 'A', 'number': '74862', 'price': '72600', 'bidinfo': '上半场'}
{'systime': '10:36:06', 'ltime': '10:30:16', 'code': 'A', 'number': '74921', 'price': '72600', 'bidinfo': '上半场'}
{'systime': '10:36:06', 'ltime': '10:30:16', 'code': 'A', 'number': '74921', 'price': '72600', 'bidinfo': '上半场'}
{'systime': '10:36:07', 'ltime': '10:30:16', 'code': 'A', 'number': '75062', 'price': '72600', 'bidinfo': '上半场'}
{'systime': '10:36:07', 'ltime': '10:30:16', 'code': 'A', 'number': '75062', 'price': '72600', 'bidinfo': '上半场'}
{'systime': '10:36:08', 'ltime': '10:30:16', 'code': 'A', 'number': '75134', 'price': '72600', 'bidinfo': '上半场'}
{'systime': '10:36:08', 'ltime': '10:30:16', 'code': 'A', 'number': '75134', 'price': '72600', 'bidinfo': '上半场'}
{'systime': '10:36:09', 'ltime': '10:30:16', 'code': 'A', 'number': '75184', 'price': '72600', 'bidinfo': '上半场'}
{'systime': '10:36:09', 'ltime': '10:30:16', 'code': 'A', 'number': '75184', 'price': '72600', 'bidinfo': '上半场'}
{'systime': '10:36:10', 'ltime': '10:30:16', 'code': 'A', 'number': '75231', 'price': '72600', 'bidinfo': '上半场'}
{'systime': '10:36:10', 'ltime': '10:30:16', 'code': 'A', 'number': '75231', 'price': '72600', 'bidinfo': '上半场'}
{'systime': '10:36:11', 'ltime': '10:30:16', 'code': 'A', 'number': '75293', 'price': '72600', 'bidinfo': '上半场'}
{'systime': '10:36:11', 'ltime': '10:30:16', 'code': 'A', 'number': '75293', 'price': '72600', 'bidinfo': '上半场'}
{'systime': '10:36:12', 'ltime': '10:30:16', 'code': 'A', 'number': '75368', 'price': '72600', 'bidinfo': '上半场'}
{'systime': '10:36:12', 'ltime': '10:30:16', 'code': 'A', 'number': '75368', 'price': '72600', 'bidinfo': '上半场'}
{'systime': '10:36:13', 'ltime': '10:30:16', 'code': 'A', 'number': '75441', 'price': '72600', 'bidinfo': '上半场'}
{'systime': '10:36:13', 'ltime': '10:30:16', 'code': 'A', 'number': '75441', 'price': '72600', 'bidinfo': '上半场'}
{'systime': '10:36:14', 'ltime': '10:30:16', 'code': 'A', 'number': '75504', 'price': '72600', 'bidinfo': '上半场'}
{'systime': '10:36:14', 'ltime': '10:30:16', 'code': 'A', 'number': '75504', 'price': '72600', 'bidinfo': '上半场'}
{'systime': '10:36:15', 'ltime': '10:30:16', 'code': 'A', 'number': '75571', 'price': '72600', 'bidinfo': '上半场'}
{'systime': '10:36:15', 'ltime': '10:30:16', 'code': 'A', 'number': '75571', 'price': '72600', 'bidinfo': '上半场'}
{'systime': '10:36:16', 'ltime': '10:30:16', 'code': 'A', 'number': '75641', 'price': '72600', 'bidinfo': '上半场'}
{'systime': '10:36:16', 'ltime': '10:30:16', 'code': 'A', 'number': '75641', 'price': '72600', 'bidinfo': '上半场'}
{'systime': '10:36:17', 'ltime': '10:30:16', 'code': 'A', 'number': '75723', 'price': '72600', 'bidinfo': '上半场'}
{'systime': '10:36:17', 'ltime': '10:30:16', 'code': 'A', 'number': '75723', 'price': '72600', 'bidinfo': '上半场'}
{'systime': '10:36:18', 'ltime': '10:30:16', 'code': 'A', 'number': '75786', 'price': '72600', 'bidinfo': '上半场'}
{'systime': '10:36:18', 'ltime': '10:30:16', 'code': 'A', 'number': '75786', 'price': '72600', 'bidinfo': '上半场'}
{'systime': '10:36:19', 'ltime': '10:30:16', 'code': 'A', 'number': '75832', 'price': '72600', 'bidinfo': '上半场'}
{'systime': '10:36:19', 'ltime': '10:30:16', 'code': 'A', 'number': '75832', 'price': '72600', 'bidinfo': '上半场'}
{'systime': '10:36:20', 'ltime': '10:30:16', 'code': 'A', 'number': '75925', 'price': '72600', 'bidinfo': '上半场'}
{'systime': '10:36:20', 'ltime': '10:30:16', 'code': 'A', 'number': '75925', 'price': '72600', 'bidinfo': '上半场'}
{'systime': '10:36:21', 'ltime': '10:30:16', 'code': 'A', 'number': '76003', 'price': '72600', 'bidinfo': '上半场'}
{'systime': '10:36:21', 'ltime': '10:30:16', 'code': 'A', 'number': '76003', 'price': '72600', 'bidinfo': '上半场'}
{'systime': '10:36:22', 'ltime': '10:30:16', 'code': 'A', 'number': '76052', 'price': '72600', 'bidinfo': '上半场'}
{'systime': '10:36:22', 'ltime': '10:30:16', 'code': 'A', 'number': '76052', 'price': '72600', 'bidinfo': '上半场'}
{'systime': '10:36:23', 'ltime': '10:30:16', 'code': 'A', 'number': '76111', 'price': '72600', 'bidinfo': '上半场'}
{'systime': '10:36:23', 'ltime': '10:30:16', 'code': 'A', 'number': '76111', 'price': '72600', 'bidinfo': '上半场'}
{'systime': '10:36:24', 'ltime': '10:30:16', 'code': 'A', 'number': '76172', 'price': '72600', 'bidinfo': '上半场'}
{'systime': '10:36:24', 'ltime': '10:30:16', 'code': 'A', 'number': '76172', 'price': '72600', 'bidinfo': '上半场'}
{'systime': '10:36:25', 'ltime': '10:30:16', 'code': 'A', 'number': '76235', 'price': '72600', 'bidinfo': '上半场'}
{'systime': '10:36:25', 'ltime': '10:30:16', 'code': 'A', 'number': '76235', 'price': '72600', 'bidinfo': '上半场'}
{'systime': '10:36:26', 'ltime': '10:30:16', 'code': 'A', 'number': '76289', 'price': '72600', 'bidinfo': '上半场'}
{'systime': '10:36:26', 'ltime': '10:30:16', 'code': 'A', 'number': '76289', 'price': '72600', 'bidinfo': '上半场'}
{'systime': '10:36:27', 'ltime': '10:30:16', 'code': 'A', 'number': '76349', 'price': '72600', 'bidinfo': '上半场'}
{'systime': '10:36:27', 'ltime': '10:30:16', 'code': 'A', 'number': '76349', 'price': '72600', 'bidinfo': '上半场'}
{'systime': '10:36:28', 'ltime': '10:30:16', 'code': 'A', 'number': '76410', 'price': '72600', 'bidinfo': '上半场'}
{'systime': '10:36:28', 'ltime': '10:30:16', 'code': 'A', 'number': '76410', 'price': '72600', 'bidinfo': '上半场'}
{'systime': '10:36:29', 'ltime': '10:30:16', 'code': 'A', 'number': '76467', 'price': '72600', 'bidinfo': '上半场'}
{'systime': '10:36:29', 'ltime': '10:30:16', 'code': 'A', 'number': '76467', 'price': '72600', 'bidinfo': '上半场'}
{'systime': '10:36:30', 'ltime': '10:30:16', 'code': 'A', 'number': '76541', 'price': '72600', 'bidinfo': '上半场'}
{'systime': '10:36:30', 'ltime': '10:30:16', 'code': 'A', 'number': '76541', 'price': '72600', 'bidinfo': '上半场'}
{'systime': '10:36:31', 'ltime': '10:30:16', 'code': 'A', 'number': '76603', 'price': '72600', 'bidinfo': '上半场'}
{'systime': '10:36:31', 'ltime': '10:30:16', 'code': 'A', 'number': '76603', 'price': '72600', 'bidinfo': '上半场'}
{'systime': '10:36:32', 'ltime': '10:30:16', 'code': 'A', 'number': '76654', 'price': '72600', 'bidinfo': '上半场'}
{'systime': '10:36:32', 'ltime': '10:30:16', 'code': 'A', 'number': '76654', 'price': '72600', 'bidinfo': '上半场'}
{'systime': '10:36:33', 'ltime': '10:30:16', 'code': 'A', 'number': '76716', 'price': '72600', 'bidinfo': '上半场'}
{'systime': '10:36:33', 'ltime': '10:30:16', 'code': 'A', 'number': '76716', 'price': '72600', 'bidinfo': '上半场'}
{'systime': '10:36:34', 'ltime': '10:30:16', 'code': 'A', 'number': '76776', 'price': '72600', 'bidinfo': '上半场'}
{'systime': '10:36:34', 'ltime': '10:30:16', 'code': 'A', 'number': '76776', 'price': '72600', 'bidinfo': '上半场'}
{'systime': '10:36:35', 'ltime': '10:30:16', 'code': 'A', 'number': '76835', 'price': '72600', 'bidinfo': '上半场'}
{'systime': '10:36:35', 'ltime': '10:30:16', 'code': 'A', 'number': '76835', 'price': '72600', 'bidinfo': '上半场'}
{'systime': '10:36:36', 'ltime': '10:30:16', 'code': 'A', 'number': '76892', 'price': '72600', 'bidinfo': '上半场'}
{'systime': '10:36:36', 'ltime': '10:30:16', 'code': 'A', 'number': '76892', 'price': '72600', 'bidinfo': '上半场'}
{'systime': '10:36:37', 'ltime': '10:30:16', 'code': 'A', 'number': '76945', 'price': '72600', 'bidinfo': '上半场'}
{'systime': '10:36:37', 'ltime': '10:30:16', 'code': 'A', 'number': '76945', 'price': '72600', 'bidinfo': '上半场'}
{'systime': '10:36:38', 'ltime': '10:30:16', 'code': 'A', 'number': '76997', 'price': '72600', 'bidinfo': '上半场'}
{'systime': '10:36:38', 'ltime': '10:30:16', 'code': 'A', 'number': '76997', 'price': '72600', 'bidinfo': '上半场'}
{'systime': '10:36:39', 'ltime': '10:30:16', 'code': 'A', 'number': '77045', 'price': '72600', 'bidinfo': '上半场'}
{'systime': '10:36:39', 'ltime': '10:30:16', 'code': 'A', 'number': '77045', 'price': '72600', 'bidinfo': '上半场'}
{'systime': '10:36:40', 'ltime': '10:30:16', 'code': 'A', 'number': '77111', 'price': '72600', 'bidinfo': '上半场'}
{'systime': '10:36:40', 'ltime': '10:30:16', 'code': 'A', 'number': '77111', 'price': '72600', 'bidinfo': '上半场'}
{'systime': '10:36:41', 'ltime': '10:30:16', 'code': 'A', 'number': '77173', 'price': '72600', 'bidinfo': '上半场'}
{'systime': '10:36:41', 'ltime': '10:30:16', 'code': 'A', 'number': '77173', 'price': '72600', 'bidinfo': '上半场'}
{'systime': '10:36:42', 'ltime': '10:30:16', 'code': 'A', 'number': '77236', 'price': '72600', 'bidinfo': '上半场'}
{'systime': '10:36:42', 'ltime': '10:30:16', 'code': 'A', 'number': '77236', 'price': '72600', 'bidinfo': '上半场'}
{'systime': '10:36:43', 'ltime': '10:30:16', 'code': 'A', 'number': '77279', 'price': '72600', 'bidinfo': '上半场'}
{'systime': '10:36:43', 'ltime': '10:30:16', 'code': 'A', 'number': '77279', 'price': '72600', 'bidinfo': '上半场'}
{'systime': '10:36:44', 'ltime': '10:30:16', 'code': 'A', 'number': '77341', 'price': '72600', 'bidinfo': '上半场'}
{'systime': '10:36:44', 'ltime': '10:30:16', 'code': 'A', 'number': '77341', 'price': '72600', 'bidinfo': '上半场'}
{'systime': '10:36:45', 'ltime': '10:30:16', 'code': 'A', 'number': '77408', 'price': '72600', 'bidinfo': '上半场'}
{'systime': '10:36:45', 'ltime': '10:30:16', 'code': 'A', 'number': '77408', 'price': '72600', 'bidinfo': '上半场'}
{'systime': '10:36:46', 'ltime': '10:30:16', 'code': 'A', 'number': '77472', 'price': '72600', 'bidinfo': '上半场'}
{'systime': '10:36:46', 'ltime': '10:30:16', 'code': 'A', 'number': '77472', 'price': '72600', 'bidinfo': '上半场'}
{'systime': '10:36:47', 'ltime': '10:30:16', 'code': 'A', 'number': '77525', 'price': '72600', 'bidinfo': '上半场'}
{'systime': '10:36:47', 'ltime': '10:30:16', 'code': 'A', 'number': '77525', 'price': '72600', 'bidinfo': '上半场'}
{'systime': '10:36:48', 'ltime': '10:30:16', 'code': 'A', 'number': '77591', 'price': '72600', 'bidinfo': '上半场'}
{'systime': '10:36:48', 'ltime': '10:30:16', 'code': 'A', 'number': '77591', 'price': '72600', 'bidinfo': '上半场'}
{'systime': '10:36:49', 'ltime': '10:30:16', 'code': 'A', 'number': '77647', 'price': '72600', 'bidinfo': '上半场'}
{'systime': '10:36:49', 'ltime': '10:30:16', 'code': 'A', 'number': '77647', 'price': '72600', 'bidinfo': '上半场'}
{'systime': '10:36:50', 'ltime': '10:30:16', 'code': 'A', 'number': '77705', 'price': '72600', 'bidinfo': '上半场'}
{'systime': '10:36:51', 'ltime': '10:30:16', 'code': 'A', 'number': '77769', 'price': '72600', 'bidinfo': '上半场'}
{'systime': '10:36:51', 'ltime': '10:30:16', 'code': 'A', 'number': '77769', 'price': '72600', 'bidinfo': '上半场'}
{'systime': '10:36:52', 'ltime': '10:30:16', 'code': 'A', 'number': '77841', 'price': '72600', 'bidinfo': '上半场'}
{'systime': '10:36:52', 'ltime': '10:30:16', 'code': 'A', 'number': '77841', 'price': '72600', 'bidinfo': '上半场'}
{'systime': '10:36:53', 'ltime': '10:30:16', 'code': 'A', 'number': '77899', 'price': '72600', 'bidinfo': '上半场'}
{'systime': '10:36:53', 'ltime': '10:30:16', 'code': 'A', 'number': '77899', 'price': '72600', 'bidinfo': '上半场'}
{'systime': '10:36:54', 'ltime': '10:30:16', 'code': 'A', 'number': '77968', 'price': '72600', 'bidinfo': '上半场'}
{'systime': '10:36:54', 'ltime': '10:30:16', 'code': 'A', 'number': '77968', 'price': '72600', 'bidinfo': '上半场'}
{'systime': '10:36:55', 'ltime': '10:30:16', 'code': 'A', 'number': '78026', 'price': '72600', 'bidinfo': '上半场'}
{'systime': '10:36:55', 'ltime': '10:30:16', 'code': 'A', 'number': '78026', 'price': '72600', 'bidinfo': '上半场'}
{'systime': '10:36:56', 'ltime': '10:30:16', 'code': 'A', 'number': '78082', 'price': '72600', 'bidinfo': '上半场'}
{'systime': '10:36:56', 'ltime': '10:30:16', 'code': 'A', 'number': '78082', 'price': '72600', 'bidinfo': '上半场'}
{'systime': '10:36:57', 'ltime': '10:30:16', 'code': 'A', 'number': '78145', 'price': '72600', 'bidinfo': '上半场'}
{'systime': '10:36:57', 'ltime': '10:30:16', 'code': 'A', 'number': '78145', 'price': '72600', 'bidinfo': '上半场'}
{'systime': '10:36:58', 'ltime': '10:30:16', 'code': 'A', 'number': '78205', 'price': '72600', 'bidinfo': '上半场'}
{'systime': '10:36:58', 'ltime': '10:30:16', 'code': 'A', 'number': '78205', 'price': '72600', 'bidinfo': '上半场'}
{'systime': '10:36:59', 'ltime': '10:30:16', 'code': 'A', 'number': '78256', 'price': '72600', 'bidinfo': '上半场'}
{'systime': '10:36:59', 'ltime': '10:30:16', 'code': 'A', 'number': '78256', 'price': '72600', 'bidinfo': '上半场'}
{'systime': '10:37:00', 'ltime': '10:30:16', 'code': 'A', 'number': '78315', 'price': '72600', 'bidinfo': '上半场'}
{'systime': '10:37:00', 'ltime': '10:30:16', 'code': 'A', 'number': '78315', 'price': '72600', 'bidinfo': '上半场'}
{'systime': '10:37:01', 'ltime': '10:30:16', 'code': 'A', 'number': '78381', 'price': '72600', 'bidinfo': '上半场'}
{'systime': '10:37:01', 'ltime': '10:30:16', 'code': 'A', 'number': '78381', 'price': '72600', 'bidinfo': '上半场'}
{'systime': '10:37:02', 'ltime': '10:30:16', 'code': 'A', 'number': '78445', 'price': '72600', 'bidinfo': '上半场'}
{'systime': '10:37:02', 'ltime': '10:30:16', 'code': 'A', 'number': '78445', 'price': '72600', 'bidinfo': '上半场'}
{'systime': '10:37:03', 'ltime': '10:30:16', 'code': 'A', 'number': '78506', 'price': '72600', 'bidinfo': '上半场'}
{'systime': '10:37:03', 'ltime': '10:30:16', 'code': 'A', 'number': '78506', 'price': '72600', 'bidinfo': '上半场'}
{'systime': '10:37:04', 'ltime': '10:30:16', 'code': 'A', 'number': '78561', 'price': '72600', 'bidinfo': '上半场'}
{'systime': '10:37:04', 'ltime': '10:30:16', 'code': 'A', 'number': '78561', 'price': '72600', 'bidinfo': '上半场'}
{'systime': '10:37:05', 'ltime': '10:30:16', 'code': 'A', 'number': '78619', 'price': '72600', 'bidinfo': '上半场'}
{'systime': '10:37:05', 'ltime': '10:30:16', 'code': 'A', 'number': '78619', 'price': '72600', 'bidinfo': '上半场'}
{'systime': '10:37:06', 'ltime': '10:30:16', 'code': 'A', 'number': '78675', 'price': '72600', 'bidinfo': '上半场'}
{'systime': '10:37:06', 'ltime': '10:30:16', 'code': 'A', 'number': '78675', 'price': '72600', 'bidinfo': '上半场'}
{'systime': '10:37:07', 'ltime': '10:30:16', 'code': 'A', 'number': '78740', 'price': '72600', 'bidinfo': '上半场'}
{'systime': '10:37:07', 'ltime': '10:30:16', 'code': 'A', 'number': '78740', 'price': '72600', 'bidinfo': '上半场'}
{'systime': '10:37:08', 'ltime': '10:30:16', 'code': 'A', 'number': '78814', 'price': '72600', 'bidinfo': '上半场'}
{'systime': '10:37:08', 'ltime': '10:30:16', 'code': 'A', 'number': '78814', 'price': '72600', 'bidinfo': '上半场'}
{'systime': '10:37:09', 'ltime': '10:30:16', 'code': 'A', 'number': '78864', 'price': '72600', 'bidinfo': '上半场'}
{'systime': '10:37:09', 'ltime': '10:30:16', 'code': 'A', 'number': '78864', 'price': '72600', 'bidinfo': '上半场'}
{'systime': '10:37:10', 'ltime': '10:30:16', 'code': 'A', 'number': '78920', 'price': '72600', 'bidinfo': '上半场'}
{'systime': '10:37:10', 'ltime': '10:30:16', 'code': 'A', 'number': '78920', 'price': '72600', 'bidinfo': '上半场'}
{'systime': '10:37:11', 'ltime': '10:30:16', 'code': 'A', 'number': '78966', 'price': '72600', 'bidinfo': '上半场'}
{'systime': '10:37:11', 'ltime': '10:30:16', 'code': 'A', 'number': '78966', 'price': '72600', 'bidinfo': '上半场'}
{'systime': '10:37:12', 'ltime': '10:30:16', 'code': 'A', 'number': '79005', 'price': '72600', 'bidinfo': '上半场'}
{'systime': '10:37:13', 'ltime': '10:30:16', 'code': 'A', 'number': '79067', 'price': '72600', 'bidinfo': '上半场'}
{'systime': '10:37:13', 'ltime': '10:30:16', 'code': 'A', 'number': '79067', 'price': '72600', 'bidinfo': '上半场'}
{'systime': '10:37:14', 'ltime': '10:30:16', 'code': 'A', 'number': '79122', 'price': '72600', 'bidinfo': '上半场'}
{'systime': '10:37:14', 'ltime': '10:30:16', 'code': 'A', 'number': '79122', 'price': '72600', 'bidinfo': '上半场'}
{'systime': '10:37:15', 'ltime': '10:30:16', 'code': 'A', 'number': '79166', 'price': '72600', 'bidinfo': '上半场'}
{'systime': '10:37:15', 'ltime': '10:30:16', 'code': 'A', 'number': '79166', 'price': '72600', 'bidinfo': '上半场'}
{'systime': '10:37:16', 'ltime': '10:30:16', 'code': 'A', 'number': '79224', 'price': '72600', 'bidinfo': '上半场'}
{'systime': '10:37:16', 'ltime': '10:30:16', 'code': 'A', 'number': '79224', 'price': '72600', 'bidinfo': '上半场'}
{'systime': '10:37:17', 'ltime': '10:30:16', 'code': 'A', 'number': '79267', 'price': '72600', 'bidinfo': '上半场'}
{'systime': '10:37:17', 'ltime': '10:30:16', 'code': 'A', 'number': '79267', 'price': '72600', 'bidinfo': '上半场'}
{'systime': '10:37:18', 'ltime': '10:30:16', 'code': 'A', 'number': '79324', 'price': '72600', 'bidinfo': '上半场'}
{'systime': '10:37:19', 'ltime': '10:30:16', 'code': 'A', 'number': '79391', 'price': '72600', 'bidinfo': '上半场'}
{'systime': '10:37:19', 'ltime': '10:30:16', 'code': 'A', 'number': '79391', 'price': '72600', 'bidinfo': '上半场'}
{'systime': '10:37:20', 'ltime': '10:30:16', 'code': 'A', 'number': '79439', 'price': '72600', 'bidinfo': '上半场'}
{'systime': '10:37:20', 'ltime': '10:30:16', 'code': 'A', 'number': '79439', 'price': '72600', 'bidinfo': '上半场'}
{'systime': '10:37:21', 'ltime': '10:30:16', 'code': 'A', 'number': '79492', 'price': '72600', 'bidinfo': '上半场'}
{'systime': '10:37:21', 'ltime': '10:30:16', 'code': 'A', 'number': '79492', 'price': '72600', 'bidinfo': '上半场'}
{'systime': '10:37:22', 'ltime': '10:30:16', 'code': 'A', 'number': '79539', 'price': '72600', 'bidinfo': '上半场'}
{'systime': '10:37:22', 'ltime': '10:30:16', 'code': 'A', 'number': '79539', 'price': '72600', 'bidinfo': '上半场'}
{'systime': '10:37:23', 'ltime': '10:30:16', 'code': 'A', 'number': '79592', 'price': '72600', 'bidinfo': '上半场'}
{'systime': '10:37:23', 'ltime': '10:30:16', 'code': 'A', 'number': '79592', 'price': '72600', 'bidinfo': '上半场'}
{'systime': '10:37:24', 'ltime': '10:30:16', 'code': 'A', 'number': '79630', 'price': '72600', 'bidinfo': '上半场'}
