{'price': '100', 'code': 'A', 'systime': '10:30:00', 'bidinfo': '上半场', 'ltime': '无', 'number': '0'}
{'price': '72600', 'code': 'A', 'systime': '10:37:05', 'bidinfo': '上半场', 'ltime': '10:30:13', 'number': '71886'}
{'price': '72600', 'code': 'A', 'systime': '10:37:06', 'bidinfo': '上半场', 'ltime': '10:30:13', 'number': '71935'}
{'price': '72600', 'code': 'A', 'systime': '10:37:06', 'bidinfo': '上半场', 'ltime': '10:30:13', 'number': '71935'}
{'price': '72600', 'code': 'A', 'systime': '10:37:07', 'bidinfo': '上半场', 'ltime': '10:30:13', 'number': '71974'}
{'price': '72600', 'code': 'A', 'systime': '10:37:07', 'bidinfo': '上半场', 'ltime': '10:30:13', 'number': '71974'}
{'price': '72600', 'code': 'A', 'systime': '10:37:08', 'bidinfo': '上半场', 'ltime': '10:30:13', 'number': '72028'}
{'price': '72600', 'code': 'A', 'systime': '10:37:08', 'bidinfo': '上半场', 'ltime': '10:30:13', 'number': '72028'}
{'price': '72600', 'code': 'A', 'systime': '10:37:09', 'bidinfo': '上半场', 'ltime': '10:30:13', 'number': '72073'}
{'price': '72600', 'code': 'A', 'systime': '10:37:09', 'bidinfo': '上半场', 'ltime': '10:30:13', 'number': '72073'}
{'price': '72600', 'code': 'A', 'systime': '10:37:10', 'bidinfo': '上半场', 'ltime': '10:30:13', 'number': '72122'}
{'price': '72600', 'code': 'A', 'systime': '10:37:10', 'bidinfo': '上半场', 'ltime': '10:30:13', 'number': '72122'}
{'price': '72600', 'code': 'A', 'systime': '10:37:11', 'bidinfo': '上半场', 'ltime': '10:30:13', 'number': '72162'}
{'price': '72600', 'code': 'A', 'systime': '10:37:11', 'bidinfo': '上半场', 'ltime': '10:30:13', 'number': '72162'}
{'price': '72600', 'code': 'A', 'systime': '10:37:12', 'bidinfo': '上半场', 'ltime': '10:30:13', 'number': '72209'}
{'price': '72600', 'code': 'A', 'systime': '10:37:12', 'bidinfo': '上半场', 'ltime': '10:30:13', 'number': '72209'}
{'price': '72600', 'code': 'A', 'systime': '10:37:13', 'bidinfo': '上半场', 'ltime': '10:30:13', 'number': '72245'}
{'price': '72600', 'code': 'A', 'systime': '10:37:13', 'bidinfo': '上半场', 'ltime': '10:30:13', 'number': '72245'}
{'price': '72600', 'code': 'A', 'systime': '10:37:14', 'bidinfo': '上半场', 'ltime': '10:30:13', 'number': '72291'}
{'price': '72600', 'code': 'A', 'systime': '10:37:14', 'bidinfo': '上半场', 'ltime': '10:30:13', 'number': '72291'}
{'price': '72600', 'code': 'A', 'systime': '10:37:15', 'bidinfo': '上半场', 'ltime': '10:30:13', 'number': '72348'}
{'price': '72600', 'code': 'A', 'systime': '10:37:15', 'bidinfo': '上半场', 'ltime': '10:30:13', 'number': '72348'}
{'price': '72600', 'code': 'A', 'systime': '10:37:16', 'bidinfo': '上半场', 'ltime': '10:30:13', 'number': '72395'}
{'price': '72600', 'code': 'A', 'systime': '10:37:16', 'bidinfo': '上半场', 'ltime': '10:30:13', 'number': '72395'}
{'price': '72600', 'code': 'A', 'systime': '10:37:17', 'bidinfo': '上半场', 'ltime': '10:30:13', 'number': '72456'}
{'price': '72600', 'code': 'A', 'systime': '10:37:17', 'bidinfo': '上半场', 'ltime': '10:30:13', 'number': '72456'}
{'price': '72600', 'code': 'A', 'systime': '10:37:18', 'bidinfo': '上半场', 'ltime': '10:30:13', 'number': '72522'}
{'price': '72600', 'code': 'A', 'systime': '10:37:18', 'bidinfo': '上半场', 'ltime': '10:30:13', 'number': '72522'}
{'price': '72600', 'code': 'A', 'systime': '10:37:19', 'bidinfo': '上半场', 'ltime': '10:30:13', 'number': '72566'}
{'price': '72600', 'code': 'A', 'systime': '10:37:19', 'bidinfo': '上半场', 'ltime': '10:30:13', 'number': '72566'}
{'price': '72600', 'code': 'A', 'systime': '10:37:20', 'bidinfo': '上半场', 'ltime': '10:30:13', 'number': '72609'}
{'price': '72600', 'code': 'A', 'systime': '10:37:20', 'bidinfo': '上半场', 'ltime': '10:30:13', 'number': '72609'}
{'price': '72600', 'code': 'A', 'systime': '10:37:21', 'bidinfo': '上半场', 'ltime': '10:30:13', 'number': '72653'}
{'price': '72600', 'code': 'A', 'systime': '10:37:21', 'bidinfo': '上半场', 'ltime': '10:30:13', 'number': '72653'}
{'price': '72600', 'code': 'A', 'systime': '10:37:22', 'bidinfo': '上半场', 'ltime': '10:30:13', 'number': '72699'}
{'price': '72600', 'code': 'A', 'systime': '10:37:22', 'bidinfo': '上半场', 'ltime': '10:30:13', 'number': '72699'}
{'price': '72600', 'code': 'A', 'systime': '10:37:23', 'bidinfo': '上半场', 'ltime': '10:30:13', 'number': '72743'}
{'price': '72600', 'code': 'A', 'systime': '10:37:23', 'bidinfo': '上半场', 'ltime': '10:30:13', 'number': '72743'}
{'price': '72600', 'code': 'A', 'systime': '10:37:24', 'bidinfo': '上半场', 'ltime': '10:30:13', 'number': '72791'}
{'price': '72600', 'code': 'A', 'systime': '10:37:24', 'bidinfo': '上半场', 'ltime': '10:30:13', 'number': '72791'}
{'price': '72600', 'code': 'A', 'systime': '10:37:25', 'bidinfo': '上半场', 'ltime': '10:30:13', 'number': '72838'}
{'price': '72600', 'code': 'A', 'systime': '10:37:26', 'bidinfo': '上半场', 'ltime': '10:30:13', 'number': '72930'}
{'price': '72600', 'code': 'A', 'systime': '10:37:26', 'bidinfo': '上半场', 'ltime': '10:30:13', 'number': '72930'}
{'price': '72600', 'code': 'A', 'systime': '10:37:27', 'bidinfo': '上半场', 'ltime': '10:30:13', 'number': '72984'}
{'price': '72600', 'code': 'A', 'systime': '10:37:27', 'bidinfo': '上半场', 'ltime': '10:30:13', 'number': '72984'}
{'price': '72600', 'code': 'A', 'systime': '10:37:28', 'bidinfo': '上半场', 'ltime': '10:30:13', 'number': '73031'}
{'price': '72600', 'code': 'A', 'systime': '10:37:28', 'bidinfo': '上半场', 'ltime': '10:30:13', 'number': '73031'}
{'price': '72600', 'code': 'A', 'systime': '10:37:29', 'bidinfo': '上半场', 'ltime': '10:30:13', 'number': '73083'}
{'price': '72600', 'code': 'A', 'systime': '10:37:29', 'bidinfo': '上半场', 'ltime': '10:30:13', 'number': '73083'}
{'price': '72600', 'code': 'A', 'systime': '10:37:30', 'bidinfo': '上半场', 'ltime': '10:30:13', 'number': '73128'}
{'price': '72600', 'code': 'A', 'systime': '10:37:30', 'bidinfo': '上半场', 'ltime': '10:30:13', 'number': '73128'}
{'price': '72600', 'code': 'A', 'systime': '10:37:31', 'bidinfo': '上半场', 'ltime': '10:30:13', 'number': '73175'}
{'price': '72600', 'code': 'A', 'systime': '10:37:31', 'bidinfo': '上半场', 'ltime': '10:30:13', 'number': '73175'}
{'price': '72600', 'code': 'A', 'systime': '10:37:32', 'bidinfo': '上半场', 'ltime': '10:30:13', 'number': '73215'}
{'price': '72600', 'code': 'A', 'systime': '10:37:32', 'bidinfo': '上半场', 'ltime': '10:30:13', 'number': '73215'}
{'price': '72600', 'code': 'A', 'systime': '10:37:33', 'bidinfo': '上半场', 'ltime': '10:30:13', 'number': '73256'}
{'price': '72600', 'code': 'A', 'systime': '10:37:33', 'bidinfo': '上半场', 'ltime': '10:30:13', 'number': '73256'}
{'price': '72600', 'code': 'A', 'systime': '10:37:34', 'bidinfo': '上半场', 'ltime': '10:30:13', 'number': '73302'}
{'price': '72600', 'code': 'A', 'systime': '10:37:34', 'bidinfo': '上半场', 'ltime': '10:30:13', 'number': '73302'}
{'price': '72600', 'code': 'A', 'systime': '10:37:35', 'bidinfo': '上半场', 'ltime': '10:30:13', 'number': '73344'}
{'price': '72600', 'code': 'A', 'systime': '10:37:35', 'bidinfo': '上半场', 'ltime': '10:30:13', 'number': '73344'}
{'price': '72600', 'code': 'A', 'systime': '10:37:36', 'bidinfo': '上半场', 'ltime': '10:30:13', 'number': '73393'}
{'price': '72600', 'code': 'A', 'systime': '10:37:36', 'bidinfo': '上半场', 'ltime': '10:30:13', 'number': '73393'}
{'price': '72600', 'code': 'A', 'systime': '10:37:37', 'bidinfo': '上半场', 'ltime': '10:30:13', 'number': '73436'}
{'price': '72600', 'code': 'A', 'systime': '10:37:37', 'bidinfo': '上半场', 'ltime': '10:30:13', 'number': '73436'}
{'price': '72600', 'code': 'A', 'systime': '10:37:38', 'bidinfo': '上半场', 'ltime': '10:30:13', 'number': '73476'}
{'price': '72600', 'code': 'A', 'systime': '10:37:38', 'bidinfo': '上半场', 'ltime': '10:30:13', 'number': '73476'}
{'price': '72600', 'code': 'A', 'systime': '10:37:39', 'bidinfo': '上半场', 'ltime': '10:30:13', 'number': '73515'}
{'price': '72600', 'code': 'A', 'systime': '10:37:39', 'bidinfo': '上半场', 'ltime': '10:30:13', 'number': '73515'}
{'price': '72600', 'code': 'A', 'systime': '10:37:40', 'bidinfo': '上半场', 'ltime': '10:30:13', 'number': '73568'}
{'price': '72600', 'code': 'A', 'systime': '10:37:40', 'bidinfo': '上半场', 'ltime': '10:30:13', 'number': '73568'}
{'price': '72600', 'code': 'A', 'systime': '10:37:41', 'bidinfo': '上半场', 'ltime': '10:30:13', 'number': '73615'}
{'price': '72600', 'code': 'A', 'systime': '10:37:41', 'bidinfo': '上半场', 'ltime': '10:30:13', 'number': '73615'}
{'price': '72600', 'code': 'A', 'systime': '10:37:42', 'bidinfo': '上半场', 'ltime': '10:30:13', 'number': '73660'}
{'price': '72600', 'code': 'A', 'systime': '10:37:42', 'bidinfo': '上半场', 'ltime': '10:30:13', 'number': '73660'}
{'price': '72600', 'code': 'A', 'systime': '10:37:43', 'bidinfo': '上半场', 'ltime': '10:30:13', 'number': '73694'}
{'price': '72600', 'code': 'A', 'systime': '10:37:43', 'bidinfo': '上半场', 'ltime': '10:30:13', 'number': '73694'}
{'price': '72600', 'code': 'A', 'systime': '10:37:44', 'bidinfo': '上半场', 'ltime': '10:30:13', 'number': '73726'}
{'price': '72600', 'code': 'A', 'systime': '10:37:44', 'bidinfo': '上半场', 'ltime': '10:30:13', 'number': '73726'}
{'price': '72600', 'code': 'A', 'systime': '10:37:45', 'bidinfo': '上半场', 'ltime': '10:30:13', 'number': '73775'}
{'price': '72600', 'code': 'A', 'systime': '10:37:45', 'bidinfo': '上半场', 'ltime': '10:30:13', 'number': '73775'}
{'price': '72600', 'code': 'A', 'systime': '10:37:46', 'bidinfo': '上半场', 'ltime': '10:30:13', 'number': '73813'}
{'price': '72600', 'code': 'A', 'systime': '10:37:46', 'bidinfo': '上半场', 'ltime': '10:30:13', 'number': '73813'}
{'price': '72600', 'code': 'A', 'systime': '10:37:47', 'bidinfo': '上半场', 'ltime': '10:30:13', 'number': '73861'}
{'price': '72600', 'code': 'A', 'systime': '10:37:47', 'bidinfo': '上半场', 'ltime': '10:30:13', 'number': '73861'}
{'price': '72600', 'code': 'A', 'systime': '10:37:48', 'bidinfo': '上半场', 'ltime': '10:30:13', 'number': '73891'}
{'price': '72600', 'code': 'A', 'systime': '10:37:48', 'bidinfo': '上半场', 'ltime': '10:30:13', 'number': '73891'}
{'price': '72600', 'code': 'A', 'systime': '10:37:49', 'bidinfo': '上半场', 'ltime': '10:30:13', 'number': '73924'}
{'price': '72600', 'code': 'A', 'systime': '10:37:49', 'bidinfo': '上半场', 'ltime': '10:30:13', 'number': '73924'}
{'price': '72600', 'code': 'A', 'systime': '10:37:50', 'bidinfo': '上半场', 'ltime': '10:30:13', 'number': '73971'}
{'price': '72600', 'code': 'A', 'systime': '10:37:50', 'bidinfo': '上半场', 'ltime': '10:30:13', 'number': '73971'}
{'price': '72600', 'code': 'A', 'systime': '10:37:51', 'bidinfo': '上半场', 'ltime': '10:30:13', 'number': '74013'}
{'price': '72600', 'code': 'A', 'systime': '10:37:51', 'bidinfo': '上半场', 'ltime': '10:30:13', 'number': '74013'}
{'price': '72600', 'code': 'A', 'systime': '10:37:52', 'bidinfo': '上半场', 'ltime': '10:30:13', 'number': '74061'}
{'price': '72600', 'code': 'A', 'systime': '10:37:52', 'bidinfo': '上半场', 'ltime': '10:30:13', 'number': '74061'}
{'price': '72600', 'code': 'A', 'systime': '10:37:53', 'bidinfo': '上半场', 'ltime': '10:30:13', 'number': '74099'}
{'price': '72600', 'code': 'A', 'systime': '10:37:53', 'bidinfo': '上半场', 'ltime': '10:30:13', 'number': '74099'}
{'price': '72600', 'code': 'A', 'systime': '10:37:54', 'bidinfo': '上半场', 'ltime': '10:30:13', 'number': '74130'}
{'price': '72600', 'code': 'A', 'systime': '10:37:54', 'bidinfo': '上半场', 'ltime': '10:30:13', 'number': '74130'}
{'price': '72600', 'code': 'A', 'systime': '10:37:55', 'bidinfo': '上半场', 'ltime': '10:30:13', 'number': '74173'}
{'price': '72600', 'code': 'A', 'systime': '10:37:55', 'bidinfo': '上半场', 'ltime': '10:30:13', 'number': '74173'}
{'price': '72600', 'code': 'A', 'systime': '10:37:56', 'bidinfo': '上半场', 'ltime': '10:30:13', 'number': '74215'}
{'price': '72600', 'code': 'A', 'systime': '10:37:56', 'bidinfo': '上半场', 'ltime': '10:30:13', 'number': '74215'}
{'price': '72600', 'code': 'A', 'systime': '10:37:57', 'bidinfo': '上半场', 'ltime': '10:30:13', 'number': '74251'}
{'price': '72600', 'code': 'A', 'systime': '10:37:57', 'bidinfo': '上半场', 'ltime': '10:30:13', 'number': '74251'}
{'price': '72600', 'code': 'A', 'systime': '10:37:58', 'bidinfo': '上半场', 'ltime': '10:30:13', 'number': '74292'}
{'price': '72600', 'code': 'A', 'systime': '10:37:58', 'bidinfo': '上半场', 'ltime': '10:30:13', 'number': '74292'}
{'price': '72600', 'code': 'A', 'systime': '10:37:59', 'bidinfo': '上半场', 'ltime': '10:30:13', 'number': '74341'}
{'price': '72600', 'code': 'A', 'systime': '10:37:59', 'bidinfo': '上半场', 'ltime': '10:30:13', 'number': '74341'}
{'price': '72600', 'code': 'A', 'systime': '10:38:00', 'bidinfo': '上半场', 'ltime': '10:30:13', 'number': '74383'}
{'price': '72600', 'code': 'A', 'systime': '10:38:00', 'bidinfo': '上半场', 'ltime': '10:30:13', 'number': '74383'}
{'price': '72600', 'code': 'A', 'systime': '10:38:01', 'bidinfo': '上半场', 'ltime': '10:30:13', 'number': '74428'}
{'price': '72600', 'code': 'A', 'systime': '10:38:01', 'bidinfo': '上半场', 'ltime': '10:30:13', 'number': '74428'}
{'price': '72600', 'code': 'A', 'systime': '10:38:02', 'bidinfo': '上半场', 'ltime': '10:30:13', 'number': '74481'}
{'price': '72600', 'code': 'A', 'systime': '10:38:02', 'bidinfo': '上半场', 'ltime': '10:30:13', 'number': '74481'}
{'price': '72600', 'code': 'A', 'systime': '10:38:03', 'bidinfo': '上半场', 'ltime': '10:30:13', 'number': '74511'}
{'price': '72600', 'code': 'A', 'systime': '10:38:03', 'bidinfo': '上半场', 'ltime': '10:30:13', 'number': '74511'}
{'price': '72600', 'code': 'A', 'systime': '10:38:04', 'bidinfo': '上半场', 'ltime': '10:30:13', 'number': '74568'}
{'price': '72600', 'code': 'A', 'systime': '10:38:04', 'bidinfo': '上半场', 'ltime': '10:30:13', 'number': '74568'}
{'price': '72600', 'code': 'A', 'systime': '10:38:05', 'bidinfo': '上半场', 'ltime': '10:30:13', 'number': '74604'}
{'price': '72600', 'code': 'A', 'systime': '10:38:05', 'bidinfo': '上半场', 'ltime': '10:30:13', 'number': '74604'}
{'price': '72600', 'code': 'A', 'systime': '10:38:06', 'bidinfo': '上半场', 'ltime': '10:30:13', 'number': '74638'}
{'price': '72600', 'code': 'A', 'systime': '10:38:06', 'bidinfo': '上半场', 'ltime': '10:30:13', 'number': '74638'}
{'price': '72600', 'code': 'A', 'systime': '10:38:07', 'bidinfo': '上半场', 'ltime': '10:30:13', 'number': '74684'}
{'price': '72600', 'code': 'A', 'systime': '10:38:07', 'bidinfo': '上半场', 'ltime': '10:30:13', 'number': '74684'}
{'price': '72600', 'code': 'A', 'systime': '10:38:08', 'bidinfo': '上半场', 'ltime': '10:30:13', 'number': '74727'}
{'price': '72600', 'code': 'A', 'systime': '10:38:08', 'bidinfo': '上半场', 'ltime': '10:30:13', 'number': '74727'}
{'price': '72600', 'code': 'A', 'systime': '10:38:09', 'bidinfo': '上半场', 'ltime': '10:30:13', 'number': '74755'}
{'price': '72600', 'code': 'A', 'systime': '10:38:09', 'bidinfo': '上半场', 'ltime': '10:30:13', 'number': '74755'}
{'price': '72600', 'code': 'A', 'systime': '10:38:10', 'bidinfo': '上半场', 'ltime': '10:30:13', 'number': '74798'}
{'price': '72600', 'code': 'A', 'systime': '10:38:10', 'bidinfo': '上半场', 'ltime': '10:30:13', 'number': '74798'}
{'price': '72600', 'code': 'A', 'systime': '10:38:11', 'bidinfo': '上半场', 'ltime': '10:30:13', 'number': '74855'}
{'price': '72600', 'code': 'A', 'systime': '10:38:11', 'bidinfo': '上半场', 'ltime': '10:30:13', 'number': '74855'}
{'price': '72600', 'code': 'A', 'systime': '10:38:12', 'bidinfo': '上半场', 'ltime': '10:30:13', 'number': '74889'}
{'price': '72600', 'code': 'A', 'systime': '10:38:12', 'bidinfo': '上半场', 'ltime': '10:30:13', 'number': '74889'}
{'price': '72600', 'code': 'A', 'systime': '10:38:13', 'bidinfo': '上半场', 'ltime': '10:30:13', 'number': '74928'}
{'price': '72600', 'code': 'A', 'systime': '10:38:13', 'bidinfo': '上半场', 'ltime': '10:30:13', 'number': '74928'}
{'price': '72600', 'code': 'A', 'systime': '10:38:14', 'bidinfo': '上半场', 'ltime': '10:30:13', 'number': '74961'}
{'price': '72600', 'code': 'A', 'systime': '10:38:14', 'bidinfo': '上半场', 'ltime': '10:30:13', 'number': '74961'}
{'price': '72600', 'code': 'A', 'systime': '10:38:15', 'bidinfo': '上半场', 'ltime': '10:30:13', 'number': '75001'}
{'price': '72600', 'code': 'A', 'systime': '10:38:15', 'bidinfo': '上半场', 'ltime': '10:30:13', 'number': '75001'}
{'price': '72600', 'code': 'A', 'systime': '10:38:16', 'bidinfo': '上半场', 'ltime': '10:30:13', 'number': '75052'}
{'price': '72600', 'code': 'A', 'systime': '10:38:16', 'bidinfo': '上半场', 'ltime': '10:30:13', 'number': '75052'}
{'price': '72600', 'code': 'A', 'systime': '10:38:17', 'bidinfo': '上半场', 'ltime': '10:30:13', 'number': '75082'}
{'price': '72600', 'code': 'A', 'systime': '10:38:17', 'bidinfo': '上半场', 'ltime': '10:30:13', 'number': '75082'}
{'price': '72600', 'code': 'A', 'systime': '10:38:18', 'bidinfo': '上半场', 'ltime': '10:30:13', 'number': '75124'}
{'price': '72600', 'code': 'A', 'systime': '10:38:18', 'bidinfo': '上半场', 'ltime': '10:30:13', 'number': '75124'}
{'price': '72600', 'code': 'A', 'systime': '10:38:19', 'bidinfo': '上半场', 'ltime': '10:30:13', 'number': '75164'}
{'price': '72600', 'code': 'A', 'systime': '10:38:19', 'bidinfo': '上半场', 'ltime': '10:30:13', 'number': '75164'}
{'price': '72600', 'code': 'A', 'systime': '10:38:20', 'bidinfo': '上半场', 'ltime': '10:30:13', 'number': '75199'}
{'price': '72600', 'code': 'A', 'systime': '10:38:20', 'bidinfo': '上半场', 'ltime': '10:30:13', 'number': '75199'}
{'price': '72600', 'code': 'A', 'systime': '10:38:21', 'bidinfo': '上半场', 'ltime': '10:30:13', 'number': '75240'}
{'price': '72600', 'code': 'A', 'systime': '10:38:21', 'bidinfo': '上半场', 'ltime': '10:30:13', 'number': '75240'}
{'price': '72600', 'code': 'A', 'systime': '10:38:22', 'bidinfo': '上半场', 'ltime': '10:30:13', 'number': '75284'}
{'price': '72600', 'code': 'A', 'systime': '10:38:22', 'bidinfo': '上半场', 'ltime': '10:30:13', 'number': '75284'}
{'price': '72600', 'code': 'A', 'systime': '10:38:23', 'bidinfo': '上半场', 'ltime': '10:30:13', 'number': '75320'}
{'price': '72600', 'code': 'A', 'systime': '10:38:23', 'bidinfo': '上半场', 'ltime': '10:30:13', 'number': '75320'}
{'price': '72600', 'code': 'A', 'systime': '10:38:24', 'bidinfo': '上半场', 'ltime': '10:30:13', 'number': '75363'}
{'price': '72600', 'code': 'A', 'systime': '10:38:24', 'bidinfo': '上半场', 'ltime': '10:30:13', 'number': '75363'}
{'price': '72600', 'code': 'A', 'systime': '10:38:25', 'bidinfo': '上半场', 'ltime': '10:30:13', 'number': '75392'}
{'price': '72600', 'code': 'A', 'systime': '10:38:25', 'bidinfo': '上半场', 'ltime': '10:30:13', 'number': '75392'}
{'price': '72600', 'code': 'A', 'systime': '10:38:26', 'bidinfo': '上半场', 'ltime': '10:30:13', 'number': '75421'}
{'price': '72600', 'code': 'A', 'systime': '10:38:26', 'bidinfo': '上半场', 'ltime': '10:30:13', 'number': '75421'}
{'price': '72600', 'code': 'A', 'systime': '10:38:27', 'bidinfo': '上半场', 'ltime': '10:30:13', 'number': '75462'}
{'price': '72600', 'code': 'A', 'systime': '10:38:27', 'bidinfo': '上半场', 'ltime': '10:30:13', 'number': '75462'}
{'price': '72600', 'code': 'A', 'systime': '10:38:28', 'bidinfo': '上半场', 'ltime': '10:30:13', 'number': '75492'}
{'price': '72600', 'code': 'A', 'systime': '10:38:28', 'bidinfo': '上半场', 'ltime': '10:30:13', 'number': '75492'}
{'price': '72600', 'code': 'A', 'systime': '10:38:29', 'bidinfo': '上半场', 'ltime': '10:30:13', 'number': '75537'}
{'price': '72600', 'code': 'A', 'systime': '10:38:29', 'bidinfo': '上半场', 'ltime': '10:30:13', 'number': '75537'}
{'price': '72600', 'code': 'A', 'systime': '10:38:30', 'bidinfo': '上半场', 'ltime': '10:30:13', 'number': '75564'}
{'price': '72600', 'code': 'A', 'systime': '10:38:30', 'bidinfo': '上半场', 'ltime': '10:30:13', 'number': '75564'}
{'price': '72600', 'code': 'A', 'systime': '10:38:31', 'bidinfo': '上半场', 'ltime': '10:30:13', 'number': '75593'}
{'price': '72600', 'code': 'A', 'systime': '10:38:31', 'bidinfo': '上半场', 'ltime': '10:30:13', 'number': '75593'}
{'price': '72600', 'code': 'A', 'systime': '10:38:32', 'bidinfo': '上半场', 'ltime': '10:30:13', 'number': '75640'}
{'price': '72600', 'code': 'A', 'systime': '10:38:32', 'bidinfo': '上半场', 'ltime': '10:30:13', 'number': '75640'}
{'price': '72600', 'code': 'A', 'systime': '10:38:33', 'bidinfo': '上半场', 'ltime': '10:30:13', 'number': '75678'}
{'price': '72600', 'code': 'A', 'systime': '10:38:33', 'bidinfo': '上半场', 'ltime': '10:30:13', 'number': '75678'}
{'price': '72600', 'code': 'A', 'systime': '10:38:34', 'bidinfo': '上半场', 'ltime': '10:30:13', 'number': '75714'}
{'price': '72600', 'code': 'A', 'systime': '10:38:34', 'bidinfo': '上半场', 'ltime': '10:30:13', 'number': '75714'}
{'price': '72600', 'code': 'A', 'systime': '10:38:35', 'bidinfo': '上半场', 'ltime': '10:30:13', 'number': '75751'}
{'price': '72600', 'code': 'A', 'systime': '10:38:35', 'bidinfo': '上半场', 'ltime': '10:30:13', 'number': '75751'}
{'price': '72600', 'code': 'A', 'systime': '10:38:36', 'bidinfo': '上半场', 'ltime': '10:30:13', 'number': '75787'}
{'price': '72600', 'code': 'A', 'systime': '10:38:36', 'bidinfo': '上半场', 'ltime': '10:30:13', 'number': '75787'}
{'price': '72600', 'code': 'A', 'systime': '10:38:37', 'bidinfo': '上半场', 'ltime': '10:30:13', 'number': '75815'}
{'price': '72600', 'code': 'A', 'systime': '10:38:37', 'bidinfo': '上半场', 'ltime': '10:30:13', 'number': '75815'}
{'price': '72600', 'code': 'A', 'systime': '10:38:38', 'bidinfo': '上半场', 'ltime': '10:30:13', 'number': '75845'}
{'price': '72600', 'code': 'A', 'systime': '10:38:38', 'bidinfo': '上半场', 'ltime': '10:30:13', 'number': '75845'}
{'price': '72600', 'code': 'A', 'systime': '10:38:39', 'bidinfo': '上半场', 'ltime': '10:30:13', 'number': '75883'}
{'price': '72600', 'code': 'A', 'systime': '10:38:39', 'bidinfo': '上半场', 'ltime': '10:30:13', 'number': '75883'}
{'price': '72600', 'code': 'A', 'systime': '10:38:40', 'bidinfo': '上半场', 'ltime': '10:30:13', 'number': '75921'}
{'price': '72600', 'code': 'A', 'systime': '10:38:40', 'bidinfo': '上半场', 'ltime': '10:30:13', 'number': '75921'}
{'price': '72600', 'code': 'A', 'systime': '10:38:41', 'bidinfo': '上半场', 'ltime': '10:30:13', 'number': '75957'}
{'price': '72600', 'code': 'A', 'systime': '10:38:41', 'bidinfo': '上半场', 'ltime': '10:30:13', 'number': '75957'}
{'price': '72600', 'code': 'A', 'systime': '10:38:42', 'bidinfo': '上半场', 'ltime': '10:30:13', 'number': '75995'}
{'price': '72600', 'code': 'A', 'systime': '10:38:42', 'bidinfo': '上半场', 'ltime': '10:30:13', 'number': '75995'}
{'price': '72600', 'code': 'A', 'systime': '10:38:43', 'bidinfo': '上半场', 'ltime': '10:30:13', 'number': '76034'}
{'price': '72600', 'code': 'A', 'systime': '10:38:43', 'bidinfo': '上半场', 'ltime': '10:30:13', 'number': '76034'}
{'price': '72600', 'code': 'A', 'systime': '10:38:44', 'bidinfo': '上半场', 'ltime': '10:30:13', 'number': '76077'}
{'price': '72600', 'code': 'A', 'systime': '10:38:44', 'bidinfo': '上半场', 'ltime': '10:30:13', 'number': '76077'}
{'price': '72600', 'code': 'A', 'systime': '10:38:45', 'bidinfo': '上半场', 'ltime': '10:30:13', 'number': '76112'}
{'price': '72600', 'code': 'A', 'systime': '10:38:45', 'bidinfo': '上半场', 'ltime': '10:30:13', 'number': '76112'}
{'price': '72600', 'code': 'A', 'systime': '10:38:46', 'bidinfo': '上半场', 'ltime': '10:30:13', 'number': '76149'}
{'price': '72600', 'code': 'A', 'systime': '10:38:46', 'bidinfo': '上半场', 'ltime': '10:30:13', 'number': '76149'}
{'price': '72600', 'code': 'A', 'systime': '10:38:47', 'bidinfo': '上半场', 'ltime': '10:30:13', 'number': '76195'}
{'price': '72600', 'code': 'A', 'systime': '10:38:47', 'bidinfo': '上半场', 'ltime': '10:30:13', 'number': '76195'}
{'price': '72600', 'code': 'A', 'systime': '10:38:48', 'bidinfo': '上半场', 'ltime': '10:30:13', 'number': '76223'}
{'price': '72600', 'code': 'A', 'systime': '10:38:48', 'bidinfo': '上半场', 'ltime': '10:30:13', 'number': '76223'}
{'price': '72600', 'code': 'A', 'systime': '10:38:49', 'bidinfo': '上半场', 'ltime': '10:30:13', 'number': '76259'}
{'price': '72600', 'code': 'A', 'systime': '10:38:49', 'bidinfo': '上半场', 'ltime': '10:30:13', 'number': '76259'}
{'price': '72600', 'code': 'A', 'systime': '10:38:50', 'bidinfo': '上半场', 'ltime': '10:30:13', 'number': '76290'}
{'price': '72600', 'code': 'A', 'systime': '10:38:50', 'bidinfo': '上半场', 'ltime': '10:30:13', 'number': '76290'}
{'price': '72600', 'code': 'A', 'systime': '10:38:51', 'bidinfo': '上半场', 'ltime': '10:30:13', 'number': '76330'}
{'price': '72600', 'code': 'A', 'systime': '10:38:51', 'bidinfo': '上半场', 'ltime': '10:30:13', 'number': '76330'}
{'price': '72600', 'code': 'A', 'systime': '10:38:52', 'bidinfo': '上半场', 'ltime': '10:30:13', 'number': '76361'}
{'price': '72600', 'code': 'A', 'systime': '10:38:52', 'bidinfo': '上半场', 'ltime': '10:30:13', 'number': '76361'}
{'price': '72600', 'code': 'A', 'systime': '10:38:53', 'bidinfo': '上半场', 'ltime': '10:30:13', 'number': '76406'}
{'price': '72600', 'code': 'A', 'systime': '10:38:53', 'bidinfo': '上半场', 'ltime': '10:30:13', 'number': '76406'}
{'price': '72600', 'code': 'A', 'systime': '10:38:54', 'bidinfo': '上半场', 'ltime': '10:30:13', 'number': '76450'}
