{'price': '100', 'systime': '10:30:00', 'code': 'A', 'number': '0', 'ltime': '无', 'bidinfo': '上半场'}
{'price': '72600', 'systime': '10:38:44', 'code': 'A', 'number': '99399', 'ltime': '10:30:12', 'bidinfo': '上半场'}
{'price': '72600', 'systime': '10:38:45', 'code': 'A', 'number': '99438', 'ltime': '10:30:12', 'bidinfo': '上半场'}
{'price': '72600', 'systime': '10:38:45', 'code': 'A', 'number': '99438', 'ltime': '10:30:12', 'bidinfo': '上半场'}
{'price': '72600', 'systime': '10:38:46', 'code': 'A', 'number': '99483', 'ltime': '10:30:12', 'bidinfo': '上半场'}
{'price': '72600', 'systime': '10:38:46', 'code': 'A', 'number': '99483', 'ltime': '10:30:12', 'bidinfo': '上半场'}
{'price': '72600', 'systime': '10:38:47', 'code': 'A', 'number': '99516', 'ltime': '10:30:12', 'bidinfo': '上半场'}
{'price': '72600', 'systime': '10:38:47', 'code': 'A', 'number': '99516', 'ltime': '10:30:12', 'bidinfo': '上半场'}
{'price': '72600', 'systime': '10:38:48', 'code': 'A', 'number': '99565', 'ltime': '10:30:12', 'bidinfo': '上半场'}
{'price': '72600', 'systime': '10:38:48', 'code': 'A', 'number': '99565', 'ltime': '10:30:12', 'bidinfo': '上半场'}
{'price': '72600', 'systime': '10:38:49', 'code': 'A', 'number': '99614', 'ltime': '10:30:12', 'bidinfo': '上半场'}
{'price': '72600', 'systime': '10:38:49', 'code': 'A', 'number': '99614', 'ltime': '10:30:12', 'bidinfo': '上半场'}
{'price': '72600', 'systime': '10:38:50', 'code': 'A', 'number': '99670', 'ltime': '10:30:12', 'bidinfo': '上半场'}
{'price': '72600', 'systime': '10:38:50', 'code': 'A', 'number': '99670', 'ltime': '10:30:12', 'bidinfo': '上半场'}
{'price': '72600', 'systime': '10:38:51', 'code': 'A', 'number': '99713', 'ltime': '10:30:12', 'bidinfo': '上半场'}
{'price': '72600', 'systime': '10:38:51', 'code': 'A', 'number': '99713', 'ltime': '10:30:12', 'bidinfo': '上半场'}
{'price': '72600', 'systime': '10:38:52', 'code': 'A', 'number': '99747', 'ltime': '10:30:12', 'bidinfo': '上半场'}
{'price': '72600', 'systime': '10:38:52', 'code': 'A', 'number': '99747', 'ltime': '10:30:12', 'bidinfo': '上半场'}
{'price': '72600', 'systime': '10:38:53', 'code': 'A', 'number': '99789', 'ltime': '10:30:12', 'bidinfo': '上半场'}
{'price': '72600', 'systime': '10:38:53', 'code': 'A', 'number': '99789', 'ltime': '10:30:12', 'bidinfo': '上半场'}
{'price': '72600', 'systime': '10:38:54', 'code': 'A', 'number': '99830', 'ltime': '10:30:12', 'bidinfo': '上半场'}
{'price': '72600', 'systime': '10:38:54', 'code': 'A', 'number': '99830', 'ltime': '10:30:12', 'bidinfo': '上半场'}
{'price': '72600', 'systime': '10:38:55', 'code': 'A', 'number': '99879', 'ltime': '10:30:12', 'bidinfo': '上半场'}
{'price': '72600', 'systime': '10:38:55', 'code': 'A', 'number': '99879', 'ltime': '10:30:12', 'bidinfo': '上半场'}
{'price': '72600', 'systime': '10:38:56', 'code': 'A', 'number': '99930', 'ltime': '10:30:12', 'bidinfo': '上半场'}
{'price': '72600', 'systime': '10:38:56', 'code': 'A', 'number': '99930', 'ltime': '10:30:12', 'bidinfo': '上半场'}
{'price': '72600', 'systime': '10:38:57', 'code': 'A', 'number': '99966', 'ltime': '10:30:12', 'bidinfo': '上半场'}
{'price': '72600', 'systime': '10:38:57', 'code': 'A', 'number': '99966', 'ltime': '10:30:12', 'bidinfo': '上半场'}
{'price': '72600', 'systime': '10:38:58', 'code': 'A', 'number': '99999', 'ltime': '10:30:12', 'bidinfo': '上半场'}
{'price': '72600', 'systime': '10:38:58', 'code': 'A', 'number': '99999', 'ltime': '10:30:12', 'bidinfo': '上半场'}
{'price': '72600', 'systime': '10:38:59', 'code': 'A', 'number': '100038', 'ltime': '10:30:12', 'bidinfo': '上半场'}
{'price': '72600', 'systime': '10:38:59', 'code': 'A', 'number': '100038', 'ltime': '10:30:12', 'bidinfo': '上半场'}
{'price': '72600', 'systime': '10:39:00', 'code': 'A', 'number': '100088', 'ltime': '10:30:12', 'bidinfo': '上半场'}
{'price': '72600', 'systime': '10:39:00', 'code': 'A', 'number': '100088', 'ltime': '10:30:12', 'bidinfo': '上半场'}
{'price': '72600', 'systime': '10:39:01', 'code': 'A', 'number': '100127', 'ltime': '10:30:12', 'bidinfo': '上半场'}
{'price': '72600', 'systime': '10:39:01', 'code': 'A', 'number': '100127', 'ltime': '10:30:12', 'bidinfo': '上半场'}
{'price': '72600', 'systime': '10:39:02', 'code': 'A', 'number': '100166', 'ltime': '10:30:12', 'bidinfo': '上半场'}
{'price': '72600', 'systime': '10:39:02', 'code': 'A', 'number': '100166', 'ltime': '10:30:12', 'bidinfo': '上半场'}
{'price': '72600', 'systime': '10:39:03', 'code': 'A', 'number': '100211', 'ltime': '10:30:12', 'bidinfo': '上半场'}
{'price': '72600', 'systime': '10:39:03', 'code': 'A', 'number': '100211', 'ltime': '10:30:12', 'bidinfo': '上半场'}
{'price': '72600', 'systime': '10:39:04', 'code': 'A', 'number': '100253', 'ltime': '10:30:12', 'bidinfo': '上半场'}
{'price': '72600', 'systime': '10:39:04', 'code': 'A', 'number': '100253', 'ltime': '10:30:12', 'bidinfo': '上半场'}
{'price': '72600', 'systime': '10:39:05', 'code': 'A', 'number': '100292', 'ltime': '10:30:12', 'bidinfo': '上半场'}
{'price': '72600', 'systime': '10:39:05', 'code': 'A', 'number': '100292', 'ltime': '10:30:12', 'bidinfo': '上半场'}
{'price': '72600', 'systime': '10:39:06', 'code': 'A', 'number': '100338', 'ltime': '10:30:12', 'bidinfo': '上半场'}
{'price': '72600', 'systime': '10:39:06', 'code': 'A', 'number': '100338', 'ltime': '10:30:12', 'bidinfo': '上半场'}
{'price': '72600', 'systime': '10:39:07', 'code': 'A', 'number': '100384', 'ltime': '10:30:12', 'bidinfo': '上半场'}
{'price': '72600', 'systime': '10:39:07', 'code': 'A', 'number': '100384', 'ltime': '10:30:12', 'bidinfo': '上半场'}
{'price': '72600', 'systime': '10:39:08', 'code': 'A', 'number': '100411', 'ltime': '10:30:12', 'bidinfo': '上半场'}
{'price': '72600', 'systime': '10:39:08', 'code': 'A', 'number': '100411', 'ltime': '10:30:12', 'bidinfo': '上半场'}
{'price': '72600', 'systime': '10:39:09', 'code': 'A', 'number': '100459', 'ltime': '10:30:12', 'bidinfo': '上半场'}
{'price': '72600', 'systime': '10:39:09', 'code': 'A', 'number': '100459', 'ltime': '10:30:12', 'bidinfo': '上半场'}
{'price': '72600', 'systime': '10:39:10', 'code': 'A', 'number': '100511', 'ltime': '10:30:12', 'bidinfo': '上半场'}
{'price': '72600', 'systime': '10:39:10', 'code': 'A', 'number': '100511', 'ltime': '10:30:12', 'bidinfo': '上半场'}
{'price': '72600', 'systime': '10:39:11', 'code': 'A', 'number': '100547', 'ltime': '10:30:12', 'bidinfo': '上半场'}
{'price': '72600', 'systime': '10:39:11', 'code': 'A', 'number': '100547', 'ltime': '10:30:12', 'bidinfo': '上半场'}
{'price': '72600', 'systime': '10:39:12', 'code': 'A', 'number': '100586', 'ltime': '10:30:12', 'bidinfo': '上半场'}
{'price': '72600', 'systime': '10:39:12', 'code': 'A', 'number': '100586', 'ltime': '10:30:12', 'bidinfo': '上半场'}
{'price': '72600', 'systime': '10:39:13', 'code': 'A', 'number': '100630', 'ltime': '10:30:12', 'bidinfo': '上半场'}
{'price': '72600', 'systime': '10:39:13', 'code': 'A', 'number': '100630', 'ltime': '10:30:12', 'bidinfo': '上半场'}
{'price': '72600', 'systime': '10:39:14', 'code': 'A', 'number': '100665', 'ltime': '10:30:12', 'bidinfo': '上半场'}
{'price': '72600', 'systime': '10:39:14', 'code': 'A', 'number': '100665', 'ltime': '10:30:12', 'bidinfo': '上半场'}
{'price': '72600', 'systime': '10:39:15', 'code': 'A', 'number': '100698', 'ltime': '10:30:12', 'bidinfo': '上半场'}
{'price': '72600', 'systime': '10:39:15', 'code': 'A', 'number': '100698', 'ltime': '10:30:12', 'bidinfo': '上半场'}
{'price': '72600', 'systime': '10:39:16', 'code': 'A', 'number': '100746', 'ltime': '10:30:12', 'bidinfo': '上半场'}
{'price': '72600', 'systime': '10:39:16', 'code': 'A', 'number': '100746', 'ltime': '10:30:12', 'bidinfo': '上半场'}
{'price': '72600', 'systime': '10:39:17', 'code': 'A', 'number': '100782', 'ltime': '10:30:12', 'bidinfo': '上半场'}
{'price': '72600', 'systime': '10:39:17', 'code': 'A', 'number': '100782', 'ltime': '10:30:12', 'bidinfo': '上半场'}
{'price': '72600', 'systime': '10:39:18', 'code': 'A', 'number': '100820', 'ltime': '10:30:12', 'bidinfo': '上半场'}
{'price': '72600', 'systime': '10:39:18', 'code': 'A', 'number': '100820', 'ltime': '10:30:12', 'bidinfo': '上半场'}
{'price': '72600', 'systime': '10:39:19', 'code': 'A', 'number': '100855', 'ltime': '10:30:12', 'bidinfo': '上半场'}
{'price': '72600', 'systime': '10:39:19', 'code': 'A', 'number': '100855', 'ltime': '10:30:12', 'bidinfo': '上半场'}
{'price': '72600', 'systime': '10:39:20', 'code': 'A', 'number': '100894', 'ltime': '10:30:12', 'bidinfo': '上半场'}
{'price': '72600', 'systime': '10:39:20', 'code': 'A', 'number': '100894', 'ltime': '10:30:12', 'bidinfo': '上半场'}
{'price': '72600', 'systime': '10:39:21', 'code': 'A', 'number': '100927', 'ltime': '10:30:12', 'bidinfo': '上半场'}
{'price': '72600', 'systime': '10:39:21', 'code': 'A', 'number': '100927', 'ltime': '10:30:12', 'bidinfo': '上半场'}
{'price': '72600', 'systime': '10:39:22', 'code': 'A', 'number': '100969', 'ltime': '10:30:12', 'bidinfo': '上半场'}
{'price': '72600', 'systime': '10:39:22', 'code': 'A', 'number': '100969', 'ltime': '10:30:12', 'bidinfo': '上半场'}
{'price': '72600', 'systime': '10:39:23', 'code': 'A', 'number': '101008', 'ltime': '10:30:12', 'bidinfo': '上半场'}
{'price': '72600', 'systime': '10:39:23', 'code': 'A', 'number': '101008', 'ltime': '10:30:12', 'bidinfo': '上半场'}
{'price': '72600', 'systime': '10:39:24', 'code': 'A', 'number': '101041', 'ltime': '10:30:12', 'bidinfo': '上半场'}
{'price': '72600', 'systime': '10:39:24', 'code': 'A', 'number': '101041', 'ltime': '10:30:12', 'bidinfo': '上半场'}
{'price': '72600', 'systime': '10:39:25', 'code': 'A', 'number': '101082', 'ltime': '10:30:12', 'bidinfo': '上半场'}
{'price': '72600', 'systime': '10:39:25', 'code': 'A', 'number': '101082', 'ltime': '10:30:12', 'bidinfo': '上半场'}
{'price': '72600', 'systime': '10:39:26', 'code': 'A', 'number': '101127', 'ltime': '10:30:12', 'bidinfo': '上半场'}
{'price': '72600', 'systime': '10:39:26', 'code': 'A', 'number': '101127', 'ltime': '10:30:12', 'bidinfo': '上半场'}
{'price': '72600', 'systime': '10:39:27', 'code': 'A', 'number': '101166', 'ltime': '10:30:12', 'bidinfo': '上半场'}
{'price': '72600', 'systime': '10:39:27', 'code': 'A', 'number': '101166', 'ltime': '10:30:12', 'bidinfo': '上半场'}
{'price': '72600', 'systime': '10:39:28', 'code': 'A', 'number': '101202', 'ltime': '10:30:12', 'bidinfo': '上半场'}
{'price': '72600', 'systime': '10:39:28', 'code': 'A', 'number': '101202', 'ltime': '10:30:12', 'bidinfo': '上半场'}
{'price': '72600', 'systime': '10:39:29', 'code': 'A', 'number': '101232', 'ltime': '10:30:12', 'bidinfo': '上半场'}
{'price': '72600', 'systime': '10:39:29', 'code': 'A', 'number': '101232', 'ltime': '10:30:12', 'bidinfo': '上半场'}
{'price': '72600', 'systime': '10:39:30', 'code': 'A', 'number': '101275', 'ltime': '10:30:12', 'bidinfo': '上半场'}
{'price': '72600', 'systime': '10:39:30', 'code': 'A', 'number': '101275', 'ltime': '10:30:12', 'bidinfo': '上半场'}
{'price': '72600', 'systime': '10:39:31', 'code': 'A', 'number': '101306', 'ltime': '10:30:12', 'bidinfo': '上半场'}
{'price': '72600', 'systime': '10:39:31', 'code': 'A', 'number': '101306', 'ltime': '10:30:12', 'bidinfo': '上半场'}
{'price': '72600', 'systime': '10:39:32', 'code': 'A', 'number': '101350', 'ltime': '10:30:12', 'bidinfo': '上半场'}
{'price': '72600', 'systime': '10:39:32', 'code': 'A', 'number': '101350', 'ltime': '10:30:12', 'bidinfo': '上半场'}
{'price': '72600', 'systime': '10:39:33', 'code': 'A', 'number': '101395', 'ltime': '10:30:12', 'bidinfo': '上半场'}
{'price': '72600', 'systime': '10:39:33', 'code': 'A', 'number': '101395', 'ltime': '10:30:12', 'bidinfo': '上半场'}
{'price': '72600', 'systime': '10:39:34', 'code': 'A', 'number': '101427', 'ltime': '10:30:12', 'bidinfo': '上半场'}
{'price': '72600', 'systime': '10:39:34', 'code': 'A', 'number': '101427', 'ltime': '10:30:12', 'bidinfo': '上半场'}
{'price': '72600', 'systime': '10:39:35', 'code': 'A', 'number': '101459', 'ltime': '10:30:12', 'bidinfo': '上半场'}
{'price': '72600', 'systime': '10:39:35', 'code': 'A', 'number': '101459', 'ltime': '10:30:12', 'bidinfo': '上半场'}
{'price': '72600', 'systime': '10:39:36', 'code': 'A', 'number': '101499', 'ltime': '10:30:12', 'bidinfo': '上半场'}
{'price': '72600', 'systime': '10:39:36', 'code': 'A', 'number': '101499', 'ltime': '10:30:12', 'bidinfo': '上半场'}
{'price': '72600', 'systime': '10:39:37', 'code': 'A', 'number': '101539', 'ltime': '10:30:12', 'bidinfo': '上半场'}
{'price': '72600', 'systime': '10:39:37', 'code': 'A', 'number': '101539', 'ltime': '10:30:12', 'bidinfo': '上半场'}
{'price': '72600', 'systime': '10:39:38', 'code': 'A', 'number': '101583', 'ltime': '10:30:12', 'bidinfo': '上半场'}
{'price': '72600', 'systime': '10:39:38', 'code': 'A', 'number': '101583', 'ltime': '10:30:12', 'bidinfo': '上半场'}
{'price': '72600', 'systime': '10:39:39', 'code': 'A', 'number': '101612', 'ltime': '10:30:12', 'bidinfo': '上半场'}
{'price': '72600', 'systime': '10:39:39', 'code': 'A', 'number': '101612', 'ltime': '10:30:12', 'bidinfo': '上半场'}
{'price': '72600', 'systime': '10:39:40', 'code': 'A', 'number': '101648', 'ltime': '10:30:12', 'bidinfo': '上半场'}
{'price': '72600', 'systime': '10:39:40', 'code': 'A', 'number': '101648', 'ltime': '10:30:12', 'bidinfo': '上半场'}
{'price': '72600', 'systime': '10:39:41', 'code': 'A', 'number': '101691', 'ltime': '10:30:12', 'bidinfo': '上半场'}
{'price': '72600', 'systime': '10:39:41', 'code': 'A', 'number': '101691', 'ltime': '10:30:12', 'bidinfo': '上半场'}
{'price': '72600', 'systime': '10:39:42', 'code': 'A', 'number': '101727', 'ltime': '10:30:12', 'bidinfo': '上半场'}
{'price': '72600', 'systime': '10:39:42', 'code': 'A', 'number': '101727', 'ltime': '10:30:12', 'bidinfo': '上半场'}
{'price': '72600', 'systime': '10:39:43', 'code': 'A', 'number': '101776', 'ltime': '10:30:12', 'bidinfo': '上半场'}
{'price': '72600', 'systime': '10:39:43', 'code': 'A', 'number': '101776', 'ltime': '10:30:12', 'bidinfo': '上半场'}
{'price': '72600', 'systime': '10:39:44', 'code': 'A', 'number': '101812', 'ltime': '10:30:12', 'bidinfo': '上半场'}
{'price': '72600', 'systime': '10:39:44', 'code': 'A', 'number': '101812', 'ltime': '10:30:12', 'bidinfo': '上半场'}
{'price': '72600', 'systime': '10:39:45', 'code': 'A', 'number': '101848', 'ltime': '10:30:12', 'bidinfo': '上半场'}
{'price': '72600', 'systime': '10:39:45', 'code': 'A', 'number': '101848', 'ltime': '10:30:12', 'bidinfo': '上半场'}
{'price': '72600', 'systime': '10:39:46', 'code': 'A', 'number': '101891', 'ltime': '10:30:12', 'bidinfo': '上半场'}
{'price': '72600', 'systime': '10:39:46', 'code': 'A', 'number': '101891', 'ltime': '10:30:12', 'bidinfo': '上半场'}
{'price': '72600', 'systime': '10:39:47', 'code': 'A', 'number': '101923', 'ltime': '10:30:12', 'bidinfo': '上半场'}
{'price': '72600', 'systime': '10:39:47', 'code': 'A', 'number': '101923', 'ltime': '10:30:12', 'bidinfo': '上半场'}
{'price': '72600', 'systime': '10:39:48', 'code': 'A', 'number': '101956', 'ltime': '10:30:12', 'bidinfo': '上半场'}
{'price': '72600', 'systime': '10:39:48', 'code': 'A', 'number': '101956', 'ltime': '10:30:12', 'bidinfo': '上半场'}
{'price': '72600', 'systime': '10:39:49', 'code': 'A', 'number': '101996', 'ltime': '10:30:12', 'bidinfo': '上半场'}
{'price': '72600', 'systime': '10:39:49', 'code': 'A', 'number': '101996', 'ltime': '10:30:12', 'bidinfo': '上半场'}
{'price': '72600', 'systime': '10:39:50', 'code': 'A', 'number': '102038', 'ltime': '10:30:12', 'bidinfo': '上半场'}
{'price': '72600', 'systime': '10:39:50', 'code': 'A', 'number': '102038', 'ltime': '10:30:12', 'bidinfo': '上半场'}
{'price': '72600', 'systime': '10:39:51', 'code': 'A', 'number': '102086', 'ltime': '10:30:12', 'bidinfo': '上半场'}
{'price': '72600', 'systime': '10:39:51', 'code': 'A', 'number': '102086', 'ltime': '10:30:12', 'bidinfo': '上半场'}
{'price': '72600', 'systime': '10:39:52', 'code': 'A', 'number': '102122', 'ltime': '10:30:12', 'bidinfo': '上半场'}
{'price': '72600', 'systime': '10:39:52', 'code': 'A', 'number': '102122', 'ltime': '10:30:12', 'bidinfo': '上半场'}
{'price': '72600', 'systime': '10:39:53', 'code': 'A', 'number': '102149', 'ltime': '10:30:12', 'bidinfo': '上半场'}
{'price': '72600', 'systime': '10:39:53', 'code': 'A', 'number': '102149', 'ltime': '10:30:12', 'bidinfo': '上半场'}
{'price': '72600', 'systime': '10:39:54', 'code': 'A', 'number': '102174', 'ltime': '10:30:12', 'bidinfo': '上半场'}
{'price': '72600', 'systime': '10:39:54', 'code': 'A', 'number': '102174', 'ltime': '10:30:12', 'bidinfo': '上半场'}
{'price': '72600', 'systime': '10:39:55', 'code': 'A', 'number': '102209', 'ltime': '10:30:12', 'bidinfo': '上半场'}
{'price': '72600', 'systime': '10:39:55', 'code': 'A', 'number': '102209', 'ltime': '10:30:12', 'bidinfo': '上半场'}
{'price': '72600', 'systime': '10:39:56', 'code': 'A', 'number': '102244', 'ltime': '10:30:12', 'bidinfo': '上半场'}
{'price': '72600', 'systime': '10:39:56', 'code': 'A', 'number': '102244', 'ltime': '10:30:12', 'bidinfo': '上半场'}
{'price': '72600', 'systime': '10:39:57', 'code': 'A', 'number': '102281', 'ltime': '10:30:12', 'bidinfo': '上半场'}
{'price': '72600', 'systime': '10:39:57', 'code': 'A', 'number': '102281', 'ltime': '10:30:12', 'bidinfo': '上半场'}
{'price': '72600', 'systime': '10:39:58', 'code': 'A', 'number': '102319', 'ltime': '10:30:12', 'bidinfo': '上半场'}
{'price': '72600', 'systime': '10:39:58', 'code': 'A', 'number': '102319', 'ltime': '10:30:12', 'bidinfo': '上半场'}
{'price': '72600', 'systime': '10:39:59', 'code': 'A', 'number': '102364', 'ltime': '10:30:12', 'bidinfo': '上半场'}
{'price': '72600', 'systime': '10:39:59', 'code': 'A', 'number': '102364', 'ltime': '10:30:12', 'bidinfo': '上半场'}
{'price': '72600', 'systime': '10:40:00', 'code': 'A', 'number': '102401', 'ltime': '10:30:12', 'bidinfo': '上半场'}
{'price': '72600', 'systime': '10:40:00', 'code': 'A', 'number': '102401', 'ltime': '10:30:12', 'bidinfo': '上半场'}
{'price': '72600', 'systime': '10:40:01', 'code': 'A', 'number': '102447', 'ltime': '10:30:12', 'bidinfo': '上半场'}
{'price': '72600', 'systime': '10:40:01', 'code': 'A', 'number': '102447', 'ltime': '10:30:12', 'bidinfo': '上半场'}
{'price': '72600', 'systime': '10:40:02', 'code': 'A', 'number': '102507', 'ltime': '10:30:12', 'bidinfo': '上半场'}
{'price': '72600', 'systime': '10:40:02', 'code': 'A', 'number': '102507', 'ltime': '10:30:12', 'bidinfo': '上半场'}
{'price': '72600', 'systime': '10:40:03', 'code': 'A', 'number': '102544', 'ltime': '10:30:12', 'bidinfo': '上半场'}
{'price': '72600', 'systime': '10:40:03', 'code': 'A', 'number': '102544', 'ltime': '10:30:12', 'bidinfo': '上半场'}
{'price': '72600', 'systime': '10:40:04', 'code': 'A', 'number': '102584', 'ltime': '10:30:12', 'bidinfo': '上半场'}
{'price': '72600', 'systime': '10:40:04', 'code': 'A', 'number': '102584', 'ltime': '10:30:12', 'bidinfo': '上半场'}
{'price': '72600', 'systime': '10:40:05', 'code': 'A', 'number': '102622', 'ltime': '10:30:12', 'bidinfo': '上半场'}
{'price': '72600', 'systime': '10:40:05', 'code': 'A', 'number': '102622', 'ltime': '10:30:12', 'bidinfo': '上半场'}
{'price': '72600', 'systime': '10:40:06', 'code': 'A', 'number': '102652', 'ltime': '10:30:12', 'bidinfo': '上半场'}
{'price': '72600', 'systime': '10:40:07', 'code': 'A', 'number': '102693', 'ltime': '10:30:12', 'bidinfo': '上半场'}
{'price': '72600', 'systime': '10:40:07', 'code': 'A', 'number': '102693', 'ltime': '10:30:12', 'bidinfo': '上半场'}
{'price': '72600', 'systime': '10:40:08', 'code': 'A', 'number': '102722', 'ltime': '10:30:12', 'bidinfo': '上半场'}
{'price': '72600', 'systime': '10:40:08', 'code': 'A', 'number': '102722', 'ltime': '10:30:12', 'bidinfo': '上半场'}
{'price': '72600', 'systime': '10:40:09', 'code': 'A', 'number': '102771', 'ltime': '10:30:12', 'bidinfo': '上半场'}
{'price': '72600', 'systime': '10:40:09', 'code': 'A', 'number': '102771', 'ltime': '10:30:12', 'bidinfo': '上半场'}
{'price': '72600', 'systime': '10:40:10', 'code': 'A', 'number': '102797', 'ltime': '10:30:12', 'bidinfo': '上半场'}
{'price': '72600', 'systime': '10:40:10', 'code': 'A', 'number': '102797', 'ltime': '10:30:12', 'bidinfo': '上半场'}
{'price': '72600', 'systime': '10:40:11', 'code': 'A', 'number': '102834', 'ltime': '10:30:12', 'bidinfo': '上半场'}
{'price': '72600', 'systime': '10:40:11', 'code': 'A', 'number': '102834', 'ltime': '10:30:12', 'bidinfo': '上半场'}
{'price': '72600', 'systime': '10:40:12', 'code': 'A', 'number': '102861', 'ltime': '10:30:12', 'bidinfo': '上半场'}
{'price': '72600', 'systime': '10:40:12', 'code': 'A', 'number': '102861', 'ltime': '10:30:12', 'bidinfo': '上半场'}
{'price': '72600', 'systime': '10:40:13', 'code': 'A', 'number': '102895', 'ltime': '10:30:12', 'bidinfo': '上半场'}
{'price': '72600', 'systime': '10:40:13', 'code': 'A', 'number': '102895', 'ltime': '10:30:12', 'bidinfo': '上半场'}
{'price': '72600', 'systime': '10:40:14', 'code': 'A', 'number': '102934', 'ltime': '10:30:12', 'bidinfo': '上半场'}
{'price': '72600', 'systime': '10:40:14', 'code': 'A', 'number': '102934', 'ltime': '10:30:12', 'bidinfo': '上半场'}
{'price': '72600', 'systime': '10:40:15', 'code': 'A', 'number': '102977', 'ltime': '10:30:12', 'bidinfo': '上半场'}
{'price': '72600', 'systime': '10:40:15', 'code': 'A', 'number': '102977', 'ltime': '10:30:12', 'bidinfo': '上半场'}
{'price': '72600', 'systime': '10:40:16', 'code': 'A', 'number': '103028', 'ltime': '10:30:12', 'bidinfo': '上半场'}
{'price': '72600', 'systime': '10:40:16', 'code': 'A', 'number': '103028', 'ltime': '10:30:12', 'bidinfo': '上半场'}
{'price': '72600', 'systime': '10:40:17', 'code': 'A', 'number': '103055', 'ltime': '10:30:12', 'bidinfo': '上半场'}
{'price': '72600', 'systime': '10:40:17', 'code': 'A', 'number': '103055', 'ltime': '10:30:12', 'bidinfo': '上半场'}
{'price': '72600', 'systime': '10:40:18', 'code': 'A', 'number': '103086', 'ltime': '10:30:12', 'bidinfo': '上半场'}
{'price': '72600', 'systime': '10:40:18', 'code': 'A', 'number': '103086', 'ltime': '10:30:12', 'bidinfo': '上半场'}
{'price': '72600', 'systime': '10:40:19', 'code': 'A', 'number': '103116', 'ltime': '10:30:12', 'bidinfo': '上半场'}
{'price': '72600', 'systime': '10:40:19', 'code': 'A', 'number': '103116', 'ltime': '10:30:12', 'bidinfo': '上半场'}
{'price': '72600', 'systime': '10:40:20', 'code': 'A', 'number': '103151', 'ltime': '10:30:12', 'bidinfo': '上半场'}
{'price': '72600', 'systime': '10:40:20', 'code': 'A', 'number': '103151', 'ltime': '10:30:12', 'bidinfo': '上半场'}
{'price': '72600', 'systime': '10:40:21', 'code': 'A', 'number': '103181', 'ltime': '10:30:12', 'bidinfo': '上半场'}
{'price': '72600', 'systime': '10:40:21', 'code': 'A', 'number': '103181', 'ltime': '10:30:12', 'bidinfo': '上半场'}
{'price': '72600', 'systime': '10:40:22', 'code': 'A', 'number': '103216', 'ltime': '10:30:12', 'bidinfo': '上半场'}
{'price': '72600', 'systime': '10:40:22', 'code': 'A', 'number': '103216', 'ltime': '10:30:12', 'bidinfo': '上半场'}
{'price': '72600', 'systime': '10:40:23', 'code': 'A', 'number': '103244', 'ltime': '10:30:12', 'bidinfo': '上半场'}
{'price': '72600', 'systime': '10:40:23', 'code': 'A', 'number': '103244', 'ltime': '10:30:12', 'bidinfo': '上半场'}
{'price': '72600', 'systime': '10:40:24', 'code': 'A', 'number': '103284', 'ltime': '10:30:12', 'bidinfo': '上半场'}
{'price': '72600', 'systime': '10:40:24', 'code': 'A', 'number': '103284', 'ltime': '10:30:12', 'bidinfo': '上半场'}
{'price': '72600', 'systime': '10:40:25', 'code': 'A', 'number': '103325', 'ltime': '10:30:12', 'bidinfo': '上半场'}
{'price': '72600', 'systime': '10:40:25', 'code': 'A', 'number': '103325', 'ltime': '10:30:12', 'bidinfo': '上半场'}
{'price': '72600', 'systime': '10:40:26', 'code': 'A', 'number': '103356', 'ltime': '10:30:12', 'bidinfo': '上半场'}
{'price': '72600', 'systime': '10:40:26', 'code': 'A', 'number': '103356', 'ltime': '10:30:12', 'bidinfo': '上半场'}
{'price': '72600', 'systime': '10:40:27', 'code': 'A', 'number': '103397', 'ltime': '10:30:12', 'bidinfo': '上半场'}
{'price': '72600', 'systime': '10:40:27', 'code': 'A', 'number': '103397', 'ltime': '10:30:12', 'bidinfo': '上半场'}
{'price': '72600', 'systime': '10:40:28', 'code': 'A', 'number': '103430', 'ltime': '10:30:12', 'bidinfo': '上半场'}
{'price': '72600', 'systime': '10:40:28', 'code': 'A', 'number': '103430', 'ltime': '10:30:12', 'bidinfo': '上半场'}
{'price': '72600', 'systime': '10:40:29', 'code': 'A', 'number': '103477', 'ltime': '10:30:12', 'bidinfo': '上半场'}
{'price': '72600', 'systime': '10:40:29', 'code': 'A', 'number': '103477', 'ltime': '10:30:12', 'bidinfo': '上半场'}
{'price': '72600', 'systime': '10:40:30', 'code': 'A', 'number': '103514', 'ltime': '10:30:12', 'bidinfo': '上半场'}
{'price': '72600', 'systime': '10:40:30', 'code': 'A', 'number': '103514', 'ltime': '10:30:12', 'bidinfo': '上半场'}
{'price': '72600', 'systime': '10:40:31', 'code': 'A', 'number': '103543', 'ltime': '10:30:12', 'bidinfo': '上半场'}
{'price': '72600', 'systime': '10:40:31', 'code': 'A', 'number': '103543', 'ltime': '10:30:12', 'bidinfo': '上半场'}
{'price': '72600', 'systime': '10:40:32', 'code': 'A', 'number': '103573', 'ltime': '10:30:12', 'bidinfo': '上半场'}
{'price': '72600', 'systime': '10:40:32', 'code': 'A', 'number': '103573', 'ltime': '10:30:12', 'bidinfo': '上半场'}
{'price': '72600', 'systime': '10:40:33', 'code': 'A', 'number': '103606', 'ltime': '10:30:12', 'bidinfo': '上半场'}
